,ISBN,Book_Title,Description
242036,0878338039,The Overloving Parent,"Describes four types of parents that have misdirected their love for their children, tells how to avoid destructive parenting styles, and offers advice on becoming a more effective parent"
242040,0789724596,Java Server Pages from Scratch,"JavaServer Pages From Scratch teaches beginning users about the many techniques involved in JavaServer Pages by building an online auction house with an events calendar. In addition to discussing the planning and designing of an application, the book will also cover development of forms, validating data, registering new users, servlets, sessions management, enterprise javabeans, cookies and wireless protocol."
242041,080483301X,Squeamish About Sushi,"From world-famous sushi to fatally attractive fugu, it's all explained and pictured in this sketchbook of beautiful full-color illustrations and hand-lettered text, as the artist shares her delight in the wonderful world of Japanese food."
242042,0851168205,The Friendship Book 2004,"A wonderful annual read that provides day after day of heartfelt, warming, up lifting thought for the reader. Full of memorable quotes and full color photographs that remind the reader of the charm and beauty of nature that surrounds us."
242045,0804821232,Tokyo Friends,"Introduces the Japanese words for familiar objects and activities, compares the way of life of Katie, an American girl living in Tokyo, with that of her Japanese friends, Keiko and Kenji, and describes Japanese holidays for each month of the year."
242047,0834803860,Clueless in Tokyo,"This delightful sketchbook presents a uniquely insightful take on the bemusement and amusement that are the inevitable reactions of the Westerner confronting Japan for the first time. Still unwilling to allow Japan's mysteries to exclude her, the author-artist illustrates her further adventures into the true meaning of the unfamiliar happenings around her, and turns culture shock into humorous appreciation. The resulting sketchbook is an excellent, user-friendly primer for anyone contemplating travel to Japan or engaged in Japanese language studies."
242049,0376022248,Crockery Cook Book,"""Over 120 delicious recipes for your crock-pot slow cooker""--Cover."
242051,0764564080,Frommer's Utah,"You'll never fall into the tourist traps when you travel with Frommer's. It's like having a friend show you around, taking you to the places locals like best. Our expert authors have already gone everywhere you might go--they've done the legwork for you, and they're not afraid to tell it like it is, saving you time and money. No other series offers candid reviews of so many hotels and restaurants in all price ranges. Every Frommer's Travel Guide is up-to-date, with exact prices for everything, dozens of color maps, and exciting coverage of sports, shopping, and nightlife. You'd be lost without us! Meticulously researched, with every recommendation based on personal experience, Frommer's Utah is the only guide you'll need to experience all the adventure and natural wonders of this amazing corner of the Southwest. In this detailed and completely up-to-date guide, you'll find great places to stay in every price range: luxury ski lodges, historic B&Bs, family-friendly motels, ranches, rustic cabins, and more. We'll show you all the sights, from dinosaur fossils and ancient cliff dwellings to Wild West saloons and magnificent Temple Square. You'll rely on our complete coverage of the national parks and monuments, including Zion, Bryce, Canyon, Capitol Reef, Moab, and Arches, plus all the details on some of the nation's best ski resorts. Whether you're looking for family fun or daredevil thrills, Frommer's Utah will help you design the adventure that's right for you."
242052,0862640768,King Rollo and the Letter,"Prentenboek met vier korte verhalen over koning Rollo, die verteld worden in kleine, kleurige tekeningen."
242053,0671657690,Dirk Gently's Holistic Detective Agency,"There is a long tradition of Great Detectives, and Dirk Gently does not belong to it. But his search for a missing cat uncovers a ghost, a time traveler, AND the devastating secret of humankind! Detective Gently's bill for saving the human race from extinction: NO CHARGE."
242055,0679881204,Breakout!,"An account of the 1962 attempted escape from Alcatraz Federal Penitentiary by Frank Lee Morris, John Anglin, and Clarence Anglin, and the ensuing search for the missing convicts."
242056,0966277716,Keoni's Dream,"An adventure tale of a Hawaiian boy's coming of age is also the story of his spiritual awakening, as he turns to his ancestors for guidance. Through his dreams, he becomes aware of his life purpose."
242057,9211003997,Pepito's World,"To celebrate The Children's Year of International Friendship, Pepito and his New York City classmates start a pen pal project with children from foreign countries."
242058,1551665905,The Last Lover,"Sally Harrington investigates the mysterious disappearance of Lilliana Martin, a beautiful Hollywood starlet, and the murder of the actress' ex-boyfriend."
242059,0307124835,"You Can Say ""no""",Depicts children in various situations involving adults who attempt to molest them and discusses ways of preventing or dealing with such behavior.
242060,1592220053,Tuf Voyaging,"Honest space trader Haviland Tuf, the owner of the last seedship of Earth's Ecological Engineering Corps, comes to the aid of an emperiled colony struggling to cope with a variety of hostile monsters, an obsessed populace, and a dictator who unleashes plagues to get his own way."
242064,0140153349,Woodswoman,A wildlife ecologist recounts her personal and professional observations and adventures in the wilderness of New York's Adirondack Mountains
242065,0140543104,An Old-Fashioned 1 2 3 Book,Verses and turn-of-the-century art introduce the numbers from one to ten.
242067,0941524582,The Sacred Tree,Bestselling Native American title exploring Native American spiritual teachings.
242068,0590704699,Teddybears and the Cold Cure,"A reprint of this title, first published in 1988, illustrated throughout in full colour."
242069,0812925025,From Briefcase to Diaper Bag,"Describes the conflict between effective parenthood and non-career self-identity and recounts the author's choice to become a stay-at-home mother, in a funny and comforting volume for parents in similar situations. Original. 25,000 first printing."
242072,0300085524,The Way of the Human Being,"In this volume, Calvin Luther Martin proposes that the Europeans learned what they wished to learn from the native Americans, not what the Americans actually meant. Drawing on his own experience with native people and on their stories, he offers the reader a different conceptual landscape."
242074,1566470498,Two Surf Stories for Children,Eight year old Makua befriends a Hawaiian monk seal.
242076,0806936436,Wolf Medicine,"""Take a trip to the North section of the Rainbow Medicine Wheel, where the brain, mind, and soul reside and the wolf is the totem, and learn to understand the lessons of trust, limits, expectations, failure, listening, forgiveness, and inner peace.""--""New Times."""
242077,0743407903,Tao of Nature,"The bestselling author of ""Earthway"" shows readers how to love and care for themselves as they learn to appreciate the beauty in nature. Mary Summer Rain has interwoven her observations as a naturalist with spiritual philosophy to share with the world the lessons of nature's beauty and power."
242079,0140382437,The Cabbage Patch War,"In this sequel to 'The Cabbage Patch Fib', Dad has his vegie garden and one giant cabbage that is his pride and joy. When Dad has a barbie and invites all his mates except the man next-door, an all-out war begins, and ends with a missing cabbage. Who is the villain? As the cover declares, 'It could only be a Paul Jennings story. And it is.' Ages 8-11 years."
242080,0380783223,Sofia's Heart,"After her father loses the family store to unscrupulous business partners, Sofia is forced to leave her beloved school and seek employment as a governess. She accepts a position in Mexico, which will take her far away from her family, friends and the young man who has recently won her heart. This is another sweeping drama of early California statehood is the eighth entry under the AMerican Dreams banner."
242084,0552527386,A Satchel of School Stories,A wonderful selection of stories ranging from an uproarious class trip to the Safari Park to a strange new classmate who can see into the future. These are ideal stories for school children to enjoy.
242085,0307002020,Sleepytime ABC,Molly uses the alphabet to help her get ready for bed.
242086,0552527297,A Basket of Stories for Seven Year Olds,"Featuring classic, mythological, and humorous tales, this is a collection of stories especially selected for children aged seven."
242088,0307303713,My First Book of Sounds,Describes a variety of sounds children are likely to hear.
242089,0618340726,The Wind Masters,"Vividly written by ""the bard of birding"" and beautifully illustrated by acclaimed bird artist Sibley, ""The Wind Masters"" shows what it is like to be a bird of prey. Line drawings throughout."
242090,0465090737,Not To People Like Us Hidden Abuse In Upscale Marriages,"How is it possible for a highly educated woman with a career and resources of her own to stay in a marriage with an abusive husband? How can a man be considered a pillar of his community, run a successful business, yet regularly give his wife a black eye? The very nature of these questions proves our unarticulated assumption that domestic violence is restricted to the lower classes. When we do hear stories of high-profile victims, we regard them as exceptional cases and still believe abuse doesn't happen to ""people like us."" Now Susan Weitzman counters this assumption by exploring a heretofore overlooked population of battered wives-the well-educated, upper-income women who rarely report abuse and remain trapped by their own silence.With keen insight and sensitivity, Weitzman, a psychotherapist and educator, traces common patterns of behavior among this group-their internal dilemmas and decisions, their dangerous desire to cover up abuse and maintain appearances. She shows how their abusive relationships follow a different course from those in other socioeconomic groups, and how these distinctions have profound implications for understanding the true nature of this behavior. Delving into the stories of these women-wives of CEOs and attorneys, of physicians and professors, the women often professionals themselves-Weitzman builds harrowing psychological profiles of both the abused and the abuser."
242091,0140328971,The Cabbage Patch Fib,"When Dad tells Chris that babies grow out of cabbages, Chris sets off to search in the vegie patch where he finds a baby."
242093,0434930555,The Walloping Stick War,"Kenneth's grandad is a bit of a wanderer, so when he offers to take Kenneth out camping overnight the boy is very excited. But Mincer Muggs and his gang are out looking for trouble and it takes Kenneth's ingenuity and grandad's walloping stick to outwit them. Suggested level: primary."
242094,0671027824,The Fake Teacher,"The gang is back in an all-new episode of the TV show they tape in school. Seventh-grade star Spencer Babbitt knows he's in trouble when his producer demands more action in the show. Meanwhile, Pam has more troubles of her own: Is the new teacher a dream come true, or some kind of bizarro nightmare?"
242099,0516242016,The Space Race,Dramatic and defining moments in American history come vividly the life in the Cornerstones of Freedom series.
242100,0060960906,When Your Parents Grow Old,Rev. ed. of: When your parents grow old / Jane Otten. 1976. Bibliography: p. 399-411. Includes index.
242103,087923430X,Obasan,"A fictional account of the author's experiences as the daughter of Japanese immigrants, protected by her aunt, Obasan, against extreme prejudices, while growing up in Canada during World War II"
242105,0689301111,A Proud Taste for Scarlet and Miniver,"While waiting in heaven for divine judgement to be passed on her second husband, Eleanor of Aquitaine and three of the people who knew her well recall the events of her life. Copyright © Libri GmbH. All rights reserved."
242106,0671020773,Brett Favre,This biography offers the inside story of record-breaking quarterback Brett Favre--a man who has overcome difficult obstacles to lead the Green Bay Packers to greatness. Eight-page photo insert.
242115,0698206037,Mine for a Year,Text and illustrations describe a foster child's year spent socializing a puppy destined to be trained as a dog guide for a blind person.
242117,0672522683,Bubbles,Contains primary source material.
242119,0747401527,The Pre-Raphaelite Tragedy,"ONE BOOK OF A TRILOGY ABOUT THE THREE GREAT MOVEMENTS IN VICTORIAN ART - THE POPULAR PRE-RAPHAELITES, ROSSETTI, HOLMAN HUNT, FORD MADOX BROWN, WILLIAM MORRIS, EDWARD BURNE-JONES ET AL. 9/11/87-OFFSET CARDINAL: B: 240PP: 5000 @ $3.99*: UC=52P: BKWOVE. *RESUBMIT AS ABOVE SANS INSET & WITH EXISTING 16PP COLOUR INSET ASSUMING PRICE OF $5.99(N.B. THIS ALSO REFERS TO VICTORIAN OLYMPUS & AESTHETIC> ADVENTURE). 9/11/87 LAUNCH DETAILS STAND(7/12/87)"
242123,1561675547,The Deadly Reef,"In this fast-paced adventure, Powell Taylor leaves a comfortable future in the family jewelry store to follow his dream of becoming a fishing guide in the Florida Keys. He meets an undercover environmental agent, Captain Limbo who enlists his help. After Taylor lands a temporary job in a Key West jewelry store and appraises a beautiful, golden sculpture of a reef, he soon discovers the valuable artwork is a deadly decoy, and murder is the store's main business. The Deadly Reef harmoniously interweaves information about Florida and the sport of fishing into this colorful narrative."
242128,0803707819,17 Kings and 42 Elephants,"Seventeen kings and forty-two elephants romp with a variety of jungle animals during their journey through a wild, wet night."
242130,1890515078,"Vroom, Chugga, Vroom-vroom",Race cars numbered from one to twenty battle to the finish line to win the golden cup.
242134,0380784319,Protektor,"Arriving on the planet Agorima, James McCray, anomalyst and Protektor, investigates reports on systems. He witnesses a complete system shut-down, but with the aid of Lee, his computer sidekick, and Eva Chang, a roving reporter, Jack attempts to track the source of the malfunctions, hoping to restore order to the damaged systems."
242136,0765300516,The Gates to Witch World,"The story of Simon Tregarth, who fled the Earth through an inter-dimensional gate, was the start of what was to become Norton's most popular series. The first three novels are now offered in one volume for the first time."
242137,0061052302,The Hedge of Mist,"In a final installment in the Tales of Arthur series, the Pen-bardd of far Keltia recounts how the women of Arthur's court sought the great cup know as the Graal and follows Arthur's journey where his spirit still lingers."
242138,0679449876,Tender at the Bone,"For better or worse, almost all of us grow up at the table. It is in this setting that Ruth Reichl's brilliantly written memoir takes its form. For, at a very early age, Reichl discovered that ""food could be a way of making sense of the world . . . if you watched people as they ate, you could find out who they were."" Tender at the Bone is the story of a life determined, enhanced, and defined in equal measure by unforgettable people, the love of tales well told, and a passion for food. In other words, the stuff of the best literature. The journey begins with Reichl's mother, the notorious food-poisoner known for-evermore as the Queen of Mold, and moves on to the fabled Mrs. Peavey, onetime Baltimore socialite millionaress, who, for a brief but poignant moment, was retained as the Reichls' maid. Then we are introduced to Monsieur du Croix, the gourmand, who so understood and yet was awed by this prodigious child at his dinner table that when he introduced Ruth to the souffle, he could only exclaim, ""What a pleasure to watch a child eat her first souffle!"" Then, fast-forward to the politically correct table set in Berkeley in the 1970s, and the food revolution that Ruth watched and participated in as organic became the norm. But this sampling doesn't do this character-rich book justice. After all, this is just a taste. Tender at the Bone is a remembrance of Ruth Reichl's childhood into young adulthood, redolent with the atmosphere, good humor, and angst of a sensualist coming-of-age."
242139,1573241288,Sheroes,"Presents portraits of real and fictional role models for women, from sports, science, politics, and entertainment, including Dian Fossey, Aretha Franklin, Joan Baez, Anita Hill, and Agent Dana Scully"
242140,0452282772,7 Steps to a Pain-Free Life,"Outlines a remedy for back and neck pain, and takes readers through a seven-step program of posture correction and exercises."
242143,0896863093,The Phantom of the Opera,"An accident with acid produces a murderous madman, who haunts the Paris Opera House causing bizarre deaths."
242144,0937036021,The Boo,"The Boo, Lt. Colonel Nugent Courvoisie, became a symbol of The Citadel to a generation of cadets. He was assistant commandant, part analyst, part confessor, part detective, part father ... and all soldier."
242145,0316779318,Words by Heart,"A young black girl struggles to fulfill her papa's dream of a better future for their family in the southwestern town where, in 1910, they are the only blacks."
242146,0670835609,High Hopes,"Twelve-year-old Julia has always tried to take care of her Argentine- born father, but her efforts to help him improve his English don't turn out as planned."
242147,0340493976,Penelope's Hat,In de vorm van een biografie vertelt een schrijfster over haar droomwereld.
242150,0812522699,"One Quest, Hold the Dragons","On the road with the statue of King Stantius in tow, the motley adventurers of Another Day, Another Dungeon--including Timaeus the wizard, pickpocket Nick, and Kraki the barbarian--confront the thieving Broderick of Biddleburg. Original."
242152,0380762250,Flute Song Magic,"On Nevlin, where it is forbidden to speak to the lower classes, High Noble Flutirr risks all to befriend Don, whose beautiful flute music makes Flutirr question the values of his own people"
242154,0892814136,The Celts,"While historians have tended to accord the Celts a place of minor significance in comparison to the Romans, The Celts firmly aligns the Celtic peoples as the primary European precedent to the Greco-Roman hegemony, restoring this culture to its true importance in the development of European civilization. An expert in Celtic studies, Markale regards myth as a branch of history, and explores mythological material to reveal the culture that gave rise to it. The alternative historical vision that emerges is both convincing and exciting. • One of the most comprehensive treatments of Celtic civilization ever written. • A cornerstone of Western civilization and the major source of its social, political, and literary values, Celtic civilization occupied the whole of Western Europe for more than a millennium. • Unlike the Middle Eastern forerunners of the Greco-Roman world, Celtic civilization is still alive today."
242155,0806525738,A Complete Guide to Night Magic,"Night is a time of limitless potential -- when the barriers between our world and other dimensions fade, when natural healing energies are at their height, and when sleep and dreams provide a window to our true selves. Book jacket."
242158,0486297144,Life in Celtic Times,"Fourteen centuries of Celtic life and culture are depicted in over 40 well-researched, excellently rendered illustrations. Intriguing scenes of an Iron-Age village, Glastonbury fishermen, farmers harvesting grain, Celtic warriors on horseback, St. Patrick driving the snakes out of Ireland, and much more are featured. Descriptive captions."
242162,0896103013,The Thief in Chinatown,"Ruth Wong, her twin brother, Eddie, and their friend, Yumi, fins a thief hiding in their Chinatown neighborhood. Although a reward is being offered for his capture, they don't turn him in. Instead they hide him. The adventure takes place in Honolulu a hundred years ago."
242164,1567185096,The Handbook of Celtic Astrology,"Discover your lunar self through the wisdom of the ancient Druids. Solar-oriented astrology has dominated Western astrological thought for centuries, but lunar-based Celtic astrology provides the ""Yin"" principle that has been neglected in the West. Now Helena Paterson presents new concepts based on ancient Druid observations, lore and traditions that will redefine Western astrology."
242166,0944042066,One Million One Things That Make You Crabby,"This book will make readers chuckle and chortle. Provides instant relief from: reckless drivers, waiters with colds, shrieking babies, telephone salespeople, and more."
242168,0027368718,Where the Towers Pierce the Sky,"An apprentice astrologer traveling in time takes thirteen-year-old Lizzie Patterson back with him to his own era, war-torn France in 1429, where she finds herself working as a double agent to protect Joan of Arc from her enemies."
242169,0385720386,Carnage and Culture,"Through vivid depictions of historic battles, Hanson reveals the connection between the West's superiority on the battlefield and its rise to world dominance. of photos. Copyright © Libri GmbH. All rights reserved."
242170,1579122795,Zen,"Zen combines hundreds of traditional kong-ans with vivid artwork, in a unique volume exploring the crucial balance between the self and the world. The kong-ans, selected from the work of an eminent Zen Master, encompass not only Chinese and Korean Zen, but also the Zen of Lao-tzu and even the Christian tradition. Original Chinese calligraphy and ornamental line art adorn every page, and are augmented by a dozen full-color photographs upon which to meditate. Packaged with a beautiful satin-bound cover and clasp."
242172,1579123368,I Ching,"The I Ching, or Book of Changes, is the traditional Chinese text used for divination and guidance about the future. Believed to be deeper and more holistic than astrology, it has been in use since ancient times, and has gained popularity in the West over the past century. This unique edition of the I Ching, illustrated with vibrant artwork, simplifies and beautifies the original text for everyday use."
242173,157912335X,The Book of Comfort,"The Book of Comfort is a lovely collection of consoling thoughts, meditations, and quotations--culled from the minds and hearts of our most famous writers, spiritual leaders, artists, musicians, philosophers, and leaders--that provides solace in trying times and spiritual support every day of the year. Beautifully illustrated and including wisdom on such topics as work, love, family, mourning, and the world around us, it makes a thoughtful gift that will be cherished in good times and bad."
242174,0752801163,The Movie,"In this novel, from the author of Career Girls, 3 women are brought together in their quest to write/star in/produce a hit movie. These women share a dream but one of them has a nightmare in her heart."
242175,1579122787,Yoga,"Yoga addresses all of the basics of the discipline, including health benefits, different styles of yoga and which one to follow, all of the basic postures, how to practice, breathing techniques, meditation, and much more. Two-color illustrations offer at-a-glance instruction, and inspiring photographs set the mood. Packaged with a beautiful satin-bound cover and clasp."
242176,0688163440,The Big Five-Oh!,"Bill Geist's hilarious book describes his personal struggle with the awful aging process and with the monumental milestone called the Big Five-Oh. From the trauma of receiving an application to join the AARP to the realization that he can't really see the menu, hear the waiter, or remember the specials, Geist catalogs the discontents, large and small, of those approaching and passing fifty. He lies about his age, shops for a Harley, buys an Ab-Roller, receives liposuction counseling, finds himself the oldest guy at a rock concert, catches himself paying attention to a Depends commercial, buys ""relaxed fit"" jeans, falls asleep at a party, wakes up from a nightmare about college tuition, and damn near buys a Cadillac!"
242177,0864422040,New Zealand,New Zealand is a great country for travelers--New Zealanders are friendly; getting around is a breeze; finding accommodations is easy and relatively inexpensive; the food is fresh and the wine is excellent. This practical guide will help travelers discover the very best that New Zealand has to offer. Color photos.
242178,1862040125,Aromatherapy,Explains how this gentle and versatile healing art harnesses the therapeutic power of essential oils extracted from aromatic plants.
242186,0689835973,Tale of the Unfinished Masterpiece,"The 16th century comes alive when Angelica and the babies find themselves in Florence, Italy during the Renaissance. Illustrations."
242188,0441011241,Tales from Earthsea,"Explores further the magical world of Earthsea through five tales of events which occur before or after the time of the original novels, as well as an essay on the people, languages, history and magic of the place."
242189,044100993X,The Other Wind,"This new, fifth, Earthsea novel pits Ged, Tenar, and Tehanu against the dead. A dragon shows the hard way to salvation. Le Guin shows us the politics of the Archipelago, the crisis caused by the dragons who have come in great flights setting fire to the forests and islands in the west, and the richness of the city: painted bridges, towers topped with sword blades, ships with sails like swan wings. The narrative style is poetic and possesses the simple dignity and compelling rhythm of both fairy tale and epic."
242193,0307113736,Gremlins,Billy Peltzer and his girlfriend Kate are confronted with a mischievous little creature that wreaks havoc on the world around
242196,1561796654,The Ultimate Baby-Sitter's Survival Guide,"The Ultimate Baby-Sitter's Survival Guide instructs baby-sitters on how to: stay in control, organize fun activities, think clearly in emergency situations, understand kids and their feelings, respond to a cranky kid, give first aid, and decide what to charge."
242197,1567181783,Warrior of Shadows,"Following THE DREAM WARRIOR and SOOTHSLAYER comes the final installment in the Dream Warrior fantasy trilogy. Dream Warrior Corri Farblood chooses to fight against her own father Kayth, who has aligned himself with great evil forces in an effort to take over the world she loves. Can Corri surrender her fears and rely on her own inborn powers?"
242199,0446674354,Highlander,"Offers a behind-the-scenes look at the popular television series through the comments of its writers, actors, producers, directors, designers, and special effects artists"
242203,0738702854,The Lore of the Bard,"The only book available on the complete practice of the Celtic bard, this title is designed for anyone drawn to the enchantment of Celtic music, myth, and poetry."
242204,0849932378,Faithfully Fit,"An ideal companion for any eating or exercise program, this unique guide encourages and inspires readers with day-to-day spiritual support for fitness efforts. It includes scripture readings, daily meditations, and practical activities for those seeking to be biblically and faithfully fit. This book also provides daily uplift for those who aren't dieting or ""working out""-just trying to make healthy eating and regular exercise a part of their lives. However you use it, Faithfully Fit is guaranteed to give you hope, courage, challenge, insight, and humor on the long road from overeating to overcoming. Claire Cloninger and Laura Barr are Christian wives and mothers, and real-life partners in the battle against overeating."
242205,0517200295,Your Inner Beauty,"Provides information on the fundamentals of beauty, includes staying healthy, skin and makeup, hair care, and stress and relaxation."
242206,0765110261,Merlin's Book of Magick and Enchantment,"Here is my gift to you--a secret book of wondrous power and spells of enchantment. Here are the elements of earth, water, fire, air, and spirit--and the magickal symbols of the circle, sword, wand, disc and cup. Here are the secret formulae for calling the spirits, ensnaring your lover, attracting good fortune and predicting what will come to pass."
242207,0449983633,River of Hidden Dreams,"""HEARTBREAKING...COMPELLING...The story carries you like a slow, implacable current."" --San Francisco Chronicle Forty-something Sadie Hunter is a loner. But more than that, she is afraid of not being alone. Ever since her mother and Native American grandmother died together when she was a child, dancing cheek-to-cheek in a saloon in the middle of a violent storm, Sadie hasn't let anyone get too close. Not even Carlos, a passionate Cuban who sees the rich soul that Sadie tries to hide from herself. Cynical and loveless, she becomes obsessed with learning more about her unacknowledged identity, torn apart by tragic family legends she can't quite believe. And although she tries to fight it, she half suspects that with Carlos's help, she could find the truth of the past, and it could set her free.... ""A fluid, fun read--a story of self-discovery told by a woman haunted by female forebears while struggling to learn love....A work of accomplished introspection."" --The Philadelphia Inquirer"
242208,1567181635,Falcon Feather & Valkyrie Sword,"Use the shamanic powers and magick of ancient women from the Norse regions, Middle East, Greece, India and the Celtic areas -- all in their original forms, stripped of overlying patriarchal interpretations and symbols. Find over 50 spells specifically created to answer the needs of women, Use the runes, ogham alphabet, shamanic stones, and Egyptian hieroglyphs."
242209,1903980305,Fey Magic,"Fey Magic - Dreaming the Reverie Arcane spellcasters have had it their way for far too long. The Encyclopaedia Divine series will do for Clerics, Rangers, Paladins and Druids what the Arcane series has done for Sorcerers and Wizards - greatly expand the number of options available to magic-using character classes. Kicking off with Fey Magic - Dreaming the Reverie, this 64 page sourcebook will provide all a player needs to know about contacting creatures of the Fey, winning their favour and harnessing their power. However, only one who is prepared to submit everything they are may court the friendship of the Fey, for they are capricious races all too ready to destroy the will of mortals."
242210,1588461025,The Book of Eldritch Might II,"The power of magic can be summoned in many ways. Venture into new magical realms with this D20 sourcebook for all things arcane. Features include: -- A new variant version of the bard class, including rules for music-based magic. -- Rules for using soul magic, a new type of arcane power that involves the creation and use of sentient spells. -- New original feats, prestige classes and dozens of new spells and magic items. -- The unholy riven, arcane angels and other all-new magical monsters, ready to drop into any campaign."
242216,0962819018,Love Is in the Earth - Laying-on-of-Stones,"A guidebook for laying-on-of-stones-including a mineralogical update, information addressing master numbers, and a cross-reference index of astrological signs and their associated minerals. Information is derived from ""hands-on"" experience by the author, historical research, and experimentation; any channeled information included was first validated via experimentation."
242217,0752844725,Ten Years of Matt,"'The funniest, the most consistent and quite simply the best' UK PRESS AWARDS Matt, the cartoonist on everyone's breakfast table, on the front page of the DAILY TELEGRAPH and three slots on Sundays. Now, available for the first time, here is a bumper helping of Matt. 10 YEARS OF MATT is a collection of some of the funniest Matt cartoons from the last decade, and is a must for fans and newcomers alike. 'That rare thing: a daily cartoonist who never fails' Peter Brookes, THE TIMES"
242218,0316903051,Animal Spirits,"Explores how animals, in the past and present, have been seen as repositories of spiritual energy, and discusses animal myths and symbols, and beliefs about animal intelligence and the soul"
242219,1852332654,Making the e-Business Transformation,"Read this book and you'll not only understand WHY e-Business is vital to the continuing success of your organization but also HOW you can incorporate it into your business. Four key questions are asked within Making the e-Business Transformation: - How do you transform your existing business into an e-business? How do you go about introducing e-business into your Company? - What are the key enabling technologies? - What tools are needed to effectively manage domain and process knowledge? e-Business and e-Commerce is a revolution driven by IT. While computers and computer networks have been around for the last 50 years, it is only in the last five that they have found their way into everyday life. This book shows you how to harness the power of the new technologies to transform your business into an e-business company which will succeed in the e-commerce economy."
242220,0312135076,The Healing Runes,"Blum and Loughan have set out to fill a gigantic void in the healing field, and they have created healing interpretations for all the Runes. By using the classic Rune symbols and following the age-old Rune reading methods, they created a tool with 25 aspects for the emotional, psychological, and physical healing of people in times of crisis."
242223,0156116731,Before Their Time,"In ""Before Their Times"" a young black woman, her mother, grandmother, and great-grandmother tell us in their own words of their childhood, their sex lives, their school and work lives -- and why they all became teenage mothers. Their stories form an unforgettable four-generation history illuminating the influence of one generation on another and leading to a better understanding of why the cycle of teenage pregnancy so often repeats itself in both black and white families. In his foreword the noted psychiatrist and author Robert Coles sets the book in a larger social and historical context, and in her afterword the author offers recommendations for breaking the cycle of teenage pregnancy. -- From publisher's description."
242225,1567181821,A Guide to the Celtic Dragon Tarot,"Dig into ancient Celtic lore as your magic and divinations bask in the fiery breath of The Celtic Dragon Tarot by D. J. Conway and Lisa Hunt. Using her knowledge of the ancient Celts and working with the ancient dragon energies, Conway has designed one of the most vivid and powerful Tarot decks ever. Renowned fantasy artist Lisa Hunt created the art for this deck. Her brilliant and surprisingly intense watercolor amplifies the meanings of the cards. Her different types of dragons are filled with passion and life that will bring chills to your spine as you look at each card of the tarot deck. The Celtic Dragon Tarot is a set that combines a full-color, 78-card deck and a 240-page book, A Guide to the Celtic Dragon Tarot. Together, they can empower your readings, your magic, and your heart. No words can really express the beauty of this tarot deck. The amazing detail to attention on each card, from delicate scrollwork on clothes to the intensity of the expressions on the people and many different dragons will astound you. The included 216-page book explains the symbolism and meanings of each card. Included are four Tarot spreads to help make The Celtic Dragon Tarot a part of your daily life. Also featured are instructions on how to meditate with this deck, including three guided meditations. Numerous spells are given that use this deck and candles for healing, luck, protection, love, and more. You'll even learn how to develop your psychic abilities. Complete explanations of the symbolism on each card Divinatory meanings for each card Four Tarot spreads that you can use to do readings for yourself and others Spells using candles and this deck for healing, luck, protection, love, and more How to meditate with this deck, including three guided meditations Understand past-life influences on the present Develop psychic abilities The Celtic Dragon Tarot is an exciting new addition to your magical life. Whether you are interested in the Tarot, the Celts, magic, or self-improvement, this book and deck are a must. Click here to view the artwork of The Celtic Dragon Tarot."
242226,0679750444,Chiquita's Cocoon,"The only self-awareness guide tailored to the needs of Hispanic women from high school on--to be published simultaneously in English and Spanish language editions. Flores uses her own positive life experience to show other Hispanic women how they can escape cyclical poverty, large-family conditioning, religious repression, and machismo."
242227,0140298878,Perfect Blood Pressure,"We can literally breathe our way to a successful life and boost our health by learning simple breathing techniques. Awareness of our breathing patterns and muscular tension are the most powerful tools we have as individuals to control our thought patterns, our physiological state, our whole well-being. With this book, the result of ten years' work treating patients with breathing-related disorders, learn effective techniques for wellness and optimum performance."
242229,014027586X,The Merry Heart,"Readers around the world continue to mourn the 1995 death of a beloved literary icon, but this rich and varied collection of Robertson Davies's writings on the world of books and the miracle of language captures his inimitable voice and sustains his presence among us. Coming almost entirely from Davies? own files of unpublished material, these twenty-four essays and lectures range over themes from ""The Novelist and Magic"" to ""Literature and Technology,"" from ""Painting, Fiction, and Faking,"" to ""Can a Doctor Be a Humanist?"" and ""Creativity in Old Age."" For devotees of Davies and all lovers of literature and language, here is the ""urbanity, wit, and high seriousness mixed by a master chef"" (Cleveland Plain Dealer)?vintage delights from an exquisite literary menu. Davies himself says merely: ""Lucky writers. . .like wine, die rich in fruitiness and delicious aftertaste, so that their works survive them."" Viking will publish Robertson Davies? Happy Alchemy in July 1998 Many fine works by Robertson Davies are available from Penguin including The Deptford Trilogy, The Cornish Trilogy, and The Salterton Trilogy"
242230,0312147597,What We Know So Far,"Erica Jong, Eartha Kitt, Billie Jean King, Zoe Caldwell, Grace Slick, and other women over the age of fifty are interviewed in a collection in which they talk about getting older, sex, lovers, menopause, marriage, and other concerns. Reprint."
242231,0046410538,The Story of a Treaty,"This accessible primer on the Treaty of Waitangi takes a fresh look at the treaty's origins, history, and meanings. Relations between the Europeans, Maori, and Pakeha are traced from the earliest years of European settlement to the signing of the treaty in 1840, through the land wars of the 1860s, and on to the present century. Discussed is the treaty's increasing importance as the Maori strive for autonomy and the Pakeha have begun to critically examine their history."
